ATS_CODE,BORO,BORONUM,LOC_CODE,SCHOOLNAME,SCH_TYPE,MANAGED_BY,GEO_DISTRI,ADMIN_DIST,ADDRESS,STATE_CODE,ZIP,PRINCIPAL,PRIN_PH,FAX,GRADES,City
26Q018,Q,4,Q018,P.S. 018 WINCHESTER,Elementary,1,26,26,86-35 235 COURT,NY,11427,KATHLEEN PEKNIC,718-464-4167,718-464-4273,"PK,0K,01,02,03,04,05,SE",QUEENS
26Q133,Q,4,Q133,P.S. 133 QUEENS,Elementary,1,26,26,248-05 86 AVENUE,NY,11426,SHELLEY STEPPEL,718-831-4016,718-831-4020,"PK,0K,01,02,03,04,05,SE",QUEENS
25Q200,Q,4,Q200,P.S. 200 POMONOK,K-8,1,25,25,70-10 164 STREET,NY,11365,Farrah Mckenna,718-969-7780,718-380-2615,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
28Q175,Q,4,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,Elementary,1,28,28,64-35 102 STREET,NY,11374,LINDA GREEN,718-897-8600,718-997-8644,"0K,01,02,03,04,05,SE",QUEENS
28Q440,Q,4,Q440,FOREST HILLS HIGH SCHOOL,High school,1,28,28,67-01 110 STREET,NY,11375,SAUL GOOTNICK,718-268-3137,718-793-7850,"09,10,11,12,SE",QUEENS
25Q165,Q,4,Q165,P.S. 165 EDITH K. BERGTRAUM,Elementary,1,25,25,70-35 150 STREET,NY,11367,RAQUEL VICTORIA DEMILLIO,718-263-4004,718-793-9812,"PK,0K,01,02,03,04,05,SE",QUEENS
02M586,M,1,M586,HARVEY MILK HIGH SCHOOL,High school,1,2,2,2-10 ASTOR PLACE,NY,10003,ALAN NOLAN,212-477-1555,212-674-8650,"09,10,11,12,SE",MANHATTAN
01M450,M,1,M450,EAST SIDE COMMUNITY HIGH SCHOOL,Secondary School,1,1,1,420 EAST 12 STREET,NY,10009,MARK FEDERMAN,212-460-8467,212-260-9657,"06,07,08,09,10,11,12,SE",MANHATTAN
84M355,M,1,M355,ROSS GLOBAL ACADEMY CHARTER SCHOOL,K-8,2,1,84,420 EAST 12 STREET,NY,10009,?Cristina Alvarez,212-889-0373,212-889-1760,"0K,01,02,03,04,05,06,07,08",MANHATTAN
01M019,M,1,M019,P.S. 019 ASHER LEVY,Elementary,1,1,1,185 1 AVENUE,NY,10003,JACQUELINE FLANAGAN,212-533-5340,212-673-1477,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M301,M,1,M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",Junior High-Intermediate-Middle,1,1,1,185 1 AVENUE,NY,10003,GEORGE MORGAN,212-982-1836,212-982-0528,"06,07,08,SE",MANHATTAN
24Q585,Q,4,Q585,Maspeth High School,High school,1,24,24,54-40 74TH STREET,NY,11373,Kurshid Abdul-Mutakabbir,718-935-3530,,"09,10,11,12,SE",QUEENS
02M560,M,1,M560,HIGH SCHOOL M560 - CITY AS SCHOOL,High school,1,2,2,16 CLARKSON STREET,NY,10014,Alan Cheng,212-337-6800,212-337-6875,"10,11,12",MANHATTAN
24Q073,Q,4,Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,Junior High-Intermediate-Middle,1,24,24,70-02 54 AVENUE,NY,11378,Camillo Turriciano,718-639-3817,718-429-5162,"06,07,08,SE",QUEENS
24Q290,Q,4,Q290,P.S. 290,Elementary,1,24,24,70-02 54 AVENUE,NY,11378,Mieasia Harris,718-458-0183,718-898-0757,"0K,01,02,03,04,05,SE",QUEENS
75M501,M,1,M501,HOME INSTRUCTION,K-12 all grades,1,2,75,250 WEST HOUSTON STREET,NY,10014,SANDRA LEDESMA,646-486-3557,646-486-3556,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",MANHATTAN
75M721,M,1,M721,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,High school,1,2,75,250 WEST HOUSTON STREET,NY,10014,Antoinette Bello,212-675-7926,212-255-3227,"09,10,11,12,SE",MANHATTAN
28Q139,Q,4,Q139,P.S. 139 REGO PARK,Elementary,1,28,28,93-06 63 DRIVE,NY,11374,MONICA BRIDGET POWERS-MEADE,718-459-1044,718-997-8639,"0K,01,02,03,04,05,06,SE",QUEENS
01M315,M,1,M315,THE EAST VILLAGE COMMUNITY SCHOOL,Elementary,1,1,1,610 EAST  12 STREET,NY,10009,ROBIN WILLIAMS,212-982-0682,212-260-4012,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M361,M,1,M361,THE CHILDREN'S WORKSHOP SCHOOL,Elementary,1,1,1,610 EAST  12 STREET,NY,10009,MARIA VELEZ CLARKE,212-614-9531,212-614-9462,"PK,0K,01,02,03,04,05,SE",MANHATTAN
24Q058,Q,4,Q058,P.S. 58 - SCHOOL OF HEROES,Elementary,1,24,24,72-24 GRAND AVENUE,NY,11378,Adelina V. Tripoli,718-533-6712,718-533-6794,"0K,01,02,03,04,05,06,SE",QUEENS
29Q033,Q,4,Q033,P.S. 033 EDWARD M. FUNK,Elementary,1,29,29,91-37 222 STREET,NY,11428,ERICH WAGNER,718-465-6283,718-464-7588,"0K,01,02,03,04,05,SE",QUEENS
25Q154,Q,4,Q154,P.S. 154 QUEENS,Elementary,1,25,25,75-02 162 STREET,NY,11366,DANIELLE GIUNTA,718-591-1500,718-591-8751,"PK,0K,01,02,03,04,05,SE",QUEENS
14K031,K,2,K031,P.S. 031 SAMUEL F. DUPONT,Elementary,1,14,14,75 MESEROLE AVENUE,NY,11222,Mary J. Scarlato,718-383-8998,718-383-5652,"PK,0K,01,02,03,04,05,SE",BROOKLYN
01M034,M,1,M034,P.S. 034 FRANKLIN D. ROOSEVELT,K-8,1,1,1,730 EAST  12 STREET,NY,10009,JOYCE STALLINGS HARTE,212-228-4433,212-353-1973,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
14K034,K,2,K034,P.S. 034 OLIVER H. PERRY,Elementary,1,14,14,131 NORMAN AVENUE,NY,11222,ALICJA WINNICKI,718-389-5842,718-389-0356,"PK,0K,01,02,03,04,05,SE",BROOKLYN
75M751,M,1,M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,High school,1,1,75,113 EAST  4TH STREET,NY,10003,EWA ASTERITA,212-477-2090,212-228-7095,"08,09,10,11,12,SE",MANHATTAN
25Q670,Q,4,Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,High school,1,25,25,75-40 PARSONS BOULEVARD,NY,11366,IRA PERNICK,718-969-5510,718-969-5524,"09,10,11,12,SE",QUEENS
28Q303,Q,4,Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,Early Childhood,1,28,28,108-55 69 AVENUE,NY,11375,BARBARA LETO,718-459-1358,,"PK,0K,01,02,SE",QUEENS
25Q250,Q,4,Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SC,Junior High-Intermediate-Middle,1,25,25,158-40 76 ROAD,NY,11366,MARC ROSENBERG,718-591-9000,718-591-2340,"06,07,08,SE",QUEENS
25Q252,Q,4,Q252,"QUEENS SCHOOL OF INQUIRY, THE",Secondary School,1,25,25,158-40 76 ROAD,NY,11366,Meredith Rosenblatt,718-380-6929,718-380-6809,"06,07,08,09,10,11,SE",QUEENS
75Q255,Q,4,Q255,P.S. Q255,K-12 all grades,1,25,75,158-40 76 ROAD,NY,11366,RICHARD MAROWITZ,718-380-1247,718-380-2295,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",QUEENS
26Q178,Q,4,Q178,P.S./ IS 178 HOLLISWOOD,K-8,1,26,26,189-10 RADNOR ROAD,NY,11423,JENNIFER AMBERT,718-464-5763,718-464-5766,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
01M064,M,1,M064,P.S. 064 ROBERT SIMON,Elementary,1,1,1,600 EAST  6 STREET,NY,10009,Marlon L. Hosang,212-673-6510,212-477-2369,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M364,M,1,M364,EARTH SCHOOL,Elementary,1,1,1,600 EAST  6 STREET,NY,10009,ALISON GAIL HAZUT,212-477-1735,212-477-2396,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M839,M,1,M839,TOMPKINS SQUARE MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,1,1,600 EAST  6 STREET,NY,10009,SONHANDO ESTWICK,212-995-1430,212-979-1341,"06,07,08,SE",MANHATTAN
01M063,M,1,M063,P.S. 063 WILLIAM MCKINLEY,Elementary,1,1,1,121 EAST  3 STREET,NY,10009,DARLENE DESPEIGNES,212-674-3180,212-420-9018,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M363,M,1,M363,NEIGHBORHOOD SCHOOL,Elementary,1,1,1,121 EAST  3 STREET,NY,10009,MILO NOVELO,212-387-0195,212-387-0198,"PK,0K,01,02,03,04,05,SE",MANHATTAN
14K110,K,2,K110,P.S. 110 THE MONITOR,Elementary,1,14,14,124 MONITOR STREET,NY,11222,ANNA CANO AMATO,718-383-7600,718-383-5053,"PK,0K,01,02,03,04,05,SE",BROOKLYN
02M376,M,1,M376,NYCISCHOOL,High school,1,2,2,131 AVENUE OF THE AMERICAS,NY,10013,Alisa Berger,917-237-7300,212-219-0743,"09,10,11,SE",MANHATTAN
02M615,M,1,M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,High school,1,2,2,131 AVENUE OF THE AMERICAS,NY,10013,BRIAN ROSENBLOOM,212-925-1080,212-941-7934,"09,10,11,12,SE",MANHATTAN
84M522,M,1,M522,Broome Street Academy Charter High School,High school,2,2,84,121 AVENUE OF THE AMERICAS,NY,10013,,,,"09,SE",MANHATTAN
28Q196,Q,4,Q196,P.S. 196 GRAND CENTRAL PARKWAY,Elementary,1,28,28,71-25 113 STREET,NY,11375,SUSAN MIGLIANO,718-263-9770,718-575-3934,"0K,01,02,03,04,05,SE",QUEENS
28Q190,Q,4,Q190,J.H.S. 190 RUSSELL SAGE,Junior High-Intermediate-Middle,1,28,28,68-17 AUSTIN STREET,NY,11375,Marilyn Grant,718-830-4970,718-830-3566,"06,07,08,09,SE",QUEENS
01M650,M,1,M650,CASCADES HIGH SCHOOL,High school,1,1,1,198 FORSYTH STREET,NY,10002,PAUL ROTONDO,646-654-1261,646-654-1742,"09,10,11,12",MANHATTAN
01M458,M,1,M458,SATELLITE ACADEMY HS AT FORSYTHE STREET,High school,1,1,1,198 FORSYTH STREET,NY,10002,Ingrid Roberts Haynes,212-677-8900,TBD,"09,10,11,12",MANHATTAN
14K610,K,2,K610,AUTOMOTIVE HIGH SCHOOL,High school,1,14,14,50 BEDFORD AVENUE,NY,11222,MARY BROUDER,718-218-9301,718-599-4351,"09,10,11,12,SE",BROOKLYN
14K632,K,2,K632,FRANCES PERKINS ACADEMY,High school,1,14,14,50 BEDFORD AVENUE,NY,11222,"SANTANA, JOCELYN",718-388-7721,718-388-7793,"09,10,11,SE",BROOKLYN
01M015,M,1,M015,P.S. 015 ROBERTO CLEMENTE,Elementary,1,1,1,333 EAST  4 STREET,NY,10009,IRENE SANCHEZ,212-228-8730,212-477-0931,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M020,M,1,M020,P.S. 020 ANNA SILVER,Elementary,1,1,1,166 ESSEX STREET,NY,10002,JAMES LEE,212-254-9577,212-254-3526,"PK,0K,01,02,03,04,05,SE",MANHATTAN
28Q174,Q,4,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,Elementary,1,28,28,65-10 DIETERLE CRESCENT,NY,11374,KARIN KELLY,718-897-7006,718-897-7254,"PK,0K,01,02,03,04,05,06,SE",QUEENS
29Q109,Q,4,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,Junior High-Intermediate-Middle,1,29,29,213-10 92 AVENUE,NY,11428,MIATHERESA PATE,718-465-0651,718-264-1246,"06,07,08,SE",QUEENS
29Q295,Q,4,Q295,P.S./I.S. 295,K-8,1,29,29,222-14 JAMAICA AVE,NY,11428,ANGELA THOMPSON,718-464-1433,,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
01M378,M,1,M378,SCHOOL FOR GLOBAL LEADERS,Junior High-Intermediate-Middle,1,1,1,145 STANTON STREET,NY,10002,CARRY CHAN,212-260-5375,212-260-7386,"06,07,08,SE",MANHATTAN
01M509,M,1,M509,MARTA VALLE SECONDARY SCHOOL,High school,1,1,1,145 STANTON STREET,NY,10002,Mimi Fortunato,212-473-8152,212-475-7588,"09,10,11,12,SE",MANHATTAN
01M515,M,1,M515,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,High school,1,1,1,145 STANTON STREET,NY,10002,MARTHA POLIN,212-505-6366,212-260-0813,"10,11,12",MANHATTAN
25Q792,Q,4,Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,High school,1,25,25,141-25 77TH ROAD,NY,11367,WINSTON MCCARTHY,718-380-1650,718-380-2189,"09,10,11,12",QUEENS
14K126,K,2,K126,JOHN ERICSSON MIDDLE SCHOOL 126,Junior High-Intermediate-Middle,1,14,14,424 LEONARD STREET,NY,11222,ROSEMARY OCHOA,718-782-2527,718-302-2319,"06,07,08,SE",BROOKLYN
14K693,,3,K693,Believe Northside Charter High School,High school,2,14,84,424 LEONARD STREET,NY,11222,Reshma Baig,347-390-1273,347-390-1274,"09,10",BROOKLYN
14K694,,3,K694,Believe Southside Charter High School,High school,2,14,84,424 LEONARD STREET,NY,11222,Shannon Browne,347-390-1275,347-390-1276,"09,10",BROOKLYN
29Q135,Q,4,Q135,THE BELLAIRE SCHOOL,Elementary,1,29,29,207-11 89 AVENUE,NY,11427,GEORGE HADJOGLOU,718-464-2119,718-464-8448,"0K,01,02,03,04,05,SE",QUEENS
24Q049,Q,4,Q049,P.S. 049 DOROTHY BONAWIT KOLE,K-8,1,24,24,63-60 80th Street,NY,11379,ANTHONY LOMBARDI,718-326-2111,718-894-3026,"0K,01,02,03,04,05,06,07,08,SE",QUEENS
75M094,M,1,M094,P.S. M094,K-8,1,1,75,442 EAST HOUSTON STREET,NY,10002,RONNIE SHUSTER,212-533-8140,212-228-6984,"0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
01M188,M,1,M188,P.S. 188 THE ISLAND SCHOOL,K-8,1,1,1,442 EAST HOUSTON STREET,NY,10002,MARY PREE,212-677-5710,212-228-3007,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
84M330,M,1,M330,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,Elementary,2,1,84,442 EAST HOUSTON STREET,NY,10002,Anne Lackritz/Ian Rowe,212-388-0241,212-388-1086,"0K,01,02,03,04,05,06,SE",MANHATTAN
01M140,M,1,M140,P.S. 140 NATHAN STRAUS,K-8,1,1,1,123 RIDGE STREET,NY,10002,ESTEBAN BARRIENTOS,212-677-4680,212-677-3907,"PK,0K,01,02,03,04,05,06,07,08,SE",MANHATTAN
01M696,M,1,M696,BARD HIGH SCHOOL EARLY COLLEGE,High school,1,1,1,525 EAST HOUSTON STREET,NY,10002,Michael Lerner,212-995-8479,212-777-4702,"09,10,11,12",MANHATTAN
28Q680,Q,4,Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Secondary School,1,28,28,160-20 GOETHALS AVENUE,NY,11432,Dr. CYNTHIA EDWARDS,718-969-3155,718-969-3552,"07,08,09,10,11,12",QUEENS
02M130,M,1,M130,P.S. 130 HERNANDO DE SOTO,Elementary,1,2,2,143 BAXTER STREET,NY,10013,LILY WOO,212-226-8072,212-431-5524,"PK,0K,01,02,03,04,05,SE",MANHATTAN
75Q009,Q,4,Q009,P.S. 009,K-12 all grades,1,24,75,58-74 57 STREET,NY,11378,ROBERT WOJNAROWSKI,718-456-7105,718-456-5977,"0K,01,02,03,04,05,06,07,08,09,SE",QUEENS
01M142,M,1,M142,P.S. 142 AMALIA CASTRO,Elementary,1,1,1,100 ATTORNEY STREET,NY,10002,RHONDA LEVY,212-598-3800,212-598-3810,"PK,0K,01,02,03,04,05,SE",MANHATTAN
84M320,M,1,M320,MANHATTAN CHARTER SCHOOL,Elementary,2,1,84,100 ATTORNEY STREET,NY,10002,Genie DePolo,212-533-2743,212-533-2820,"0K,01,02,03,04,05",MANHATTAN
02M150,M,1,M150,P.S. 150,Elementary,1,2,2,334 GREENWICH STREET,NY,10013,Maggie Siena,212-732-4392,212-766-5895,"PK,0K,01,02,03,04,05",MANHATTAN
02M475,M,1,M475,STUYVESANT HIGH SCHOOL,High school,1,2,2,345 CHAMBERS STREET,NY,10282,STANLEY TEITEL,212-312-4800,212-587-3874,"09,10,11,12",MANHATTAN
01M539,M,1,M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",K-12 all grades,1,1,1,111 COLUMBIA STREET,NY,10002,Dr. Olga Livanis,212-677-5190,212-260-8124,"0K,01,02,03,04,05,06,07,08,09,10,11,12",MANHATTAN
02M294,M,1,M294,ESSEX STREET ACADEMY,High school,1,2,2,350 GRAND STREET,NY,10002,Erin Carstensen,212-475-4773,212-674-2058,"09,10,11,12,SE",MANHATTAN
02M305,M,1,M305,"URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW, THE",High school,1,2,2,350 GRAND STREET,NY,10002,DAVID GLASNER,212-505-0745,212-674-8021,"09,10,11,12,SE",MANHATTAN
02M308,M,1,M308,LOWER MANHATTAN ARTS ACADEMY,High school,1,2,2,350 GRAND STREET,NY,10002,JOHN WENK,212-505-0143,212-674-8021,"09,10,11,12,SE",MANHATTAN
02M543,M,1,M543,NEW DESIGN HIGH SCHOOL,High school,1,2,2,350 GRAND STREET,NY,10002,SCOTT CONTI,212-475-4148,212-674-2128,"09,10,11,12,SE",MANHATTAN
02M545,M,1,M545,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,High school,1,2,2,350 GRAND STREET,NY,10002,LI YAN,212-475-4097,212-674-1392,"09,10,11,12",MANHATTAN
29Q131,Q,4,Q131,P.S. 131 ABIGAIL ADAMS,Elementary,1,29,29,170-45 84 AVENUE,NY,11432,RANDOLPH FORD,718-739-4229,718-658-5690,"0K,01,02,03,04,05,SE",QUEENS
02M089,M,1,M089,P.S. 89,Elementary,1,2,2,201 WARREN STREET,NY,10282,VERONICA NAJJAR,212-571-5659,212-571-0739,"PK,0K,01,02,03,04,05,SE",MANHATTAN
02M289,M,1,M289,I.S. 289,Junior High-Intermediate-Middle,1,2,2,201 WARREN STREET,NY,10282,ELLEN FOOTE,212-571-9268,212-587-6610,"06,07,08,SE",MANHATTAN
02M131,M,1,M131,M.S. 131,Junior High-Intermediate-Middle,1,2,2,100 HESTER STREET,NY,10002,PHYLLIS TAM,212-219-1204,212-925-6386,"06,07,08,SE",MANHATTAN
02M298,M,1,M298,PACE HIGH SCHOOL,High school,1,2,2,100 HESTER STREET,NY,10002,YVETTE SY,212-334-4663,212-334-4919,"09,10,11,12,SE",MANHATTAN
02M394,M,1,M394,EMMA LAZARUS HIGH SCHOOL,High school,1,2,2,100 HESTER STREET,NY,10002,MELODY KELLOGG,212-925-5017,212-925-5920,"09,10,11,12",MANHATTAN
02M234,M,1,M234,P.S. 234 INDEPENDENCE SCHOOL,Elementary,1,2,2,292 GREENWICH STREET,NY,10007,LISA RIPPERGER,212-233-6034,212-374-1719,"0K,01,02,03,04,05,SE",MANHATTAN
02M042,M,1,M042,P.S. 042 BENJAMIN ALTMAN,Elementary,1,2,2,71 HESTER STREET,NY,10002,Rosa Casiello O'Day,212-226-8410,212-431-7384,"PK,0K,01,02,03,04,05,SE",MANHATTAN
28Q620,Q,4,Q620,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HI,High school,1,28,28,165-65 84 AVENUE,NY,11432,ANTHONY D. BARBETTA,718-297-6580,718-658-0365,"09,10,11,12,SE",QUEENS
14K577,K,2,K577,CONSELYEA PREPARATORY SCHOOL,Junior High-Intermediate-Middle,1,14,14,208 NORTH  5 STREET,NY,11211,MARIA MASULLO,718-486-6211,718-486-6771,"06,07,08,SE",BROOKLYN
14K017,K,2,K017,P.S. 017 HENRY D. WOODWORTH,Elementary,1,14,14,208 NORTH  5 STREET,NY,11211,Dr. Robert Marchi,718-387-2929,718-302-2311,"PK,0K,01,02,03,04,05,SE",BROOKLYN
24Q128,Q,4,Q128,P.S. 128 JUNIPER VALLEY,K-8,1,24,24,69-10 65th DRIVE,NY,11379,JOHN LAVELLE,718-326-6210,718-326-6080,"0K,01,02,03,04,05,06,07,08,SE",QUEENS
24Q153,Q,4,Q153,P.S. 153 MASPETH ELEM,Elementary,1,24,24,60-02 60 LANE,NY,11378,SUSAN BAUER,718-821-7850,718-386-7392,"PK,0K,01,02,03,04,05,06,SE",QUEENS
28Q144,Q,4,Q144,P.S. 144 COL JEROMUS REMSEN,Elementary,1,28,28,93-02 69 AVENUE,NY,11375,REVA GLUCK SCHNEIDER,718-268-2775,718-575-3734,"PK,0K,01,02,03,04,05,06,SE",QUEENS
14K488,K,2,K488,BROOKLYN PREPARATORY HIGH SCHOOL,High school,1,14,14,257 NORTH  6 STREET,NY,11211,Noah Lansner,718-486-2550,718-486-2505,"09,10,11,12,SE",BROOKLYN
14K558,K,2,K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,High school,1,14,14,257 NORTH  6 STREET,NY,11211,GILL CORNELL,718-388-1260,718-486-2580,"09,10,11,12,SE",BROOKLYN
14K561,K,2,K561,WILLIAMSBURG PREPARATORY SCHOOL,High school,1,14,14,257 NORTH  6 STREET,NY,11211,Michael Shadrick,718-302-2306,718-302-3726,"09,10,11,12,SE",BROOKLYN
14K132,K,2,K132,P.S. 132 THE CONSELYEA SCHOOL,Elementary,1,14,14,320 MANHATTAN AVENUE,NY,11211,BETH LUBECK,718-599-7301,718-599-7417,"PK,0K,01,02,03,04,05,SE",BROOKLYN
01M134,M,1,M134,P.S. 134 HENRIETTA SZOLD,Elementary,1,1,1,293 EAST BROADWAY,NY,10002,LORETTA CAPUTO,212-673-4470,212-475-6142,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M137,M,1,M137,P.S. 137 JOHN L. BERNSTEIN,Elementary,1,1,1,293 EAST BROADWAY,NY,10002,MELISSA RODRIGUEZ,646-602-2140,646-602-2146,"PK,0K,01,02,03,04,05,SE",MANHATTAN
02M124,M,1,M124,P.S. 124 YUNG WING,Elementary,1,2,2,40 DIVISION STREET,NY,10002,ALICE HOM,212-966-7237,212-219-3069,"PK,0K,01,02,03,04,05,SE",MANHATTAN
84Q704,Q,4,Q704,MERRICK ACADEMY CHARTER SCHOOL,Elementary,2,29,84,207-01 JAMAICA AVENUE,NY,11428,Carolyn Thomas,718-479-3753,718-479-8108,"0K,01,02,03,04,05,06",QUEENS
84M524,M,1,M524,Innovate Manhattan Charter School,Junior High-Intermediate-Middle,2,2,84,52 CHAMBERS STREET,NY,10007,,,,"06,07,SE",MANHATTAN
29Q035,Q,4,Q035,P.S. 035 NATHANIEL WOODHULL,Elementary,1,29,29,191-02 90 AVENUE,NY,11423,MARK DEMPSEY,718-465-6820,718-217-4314,"PK,0K,01,02,03,04,05,SE",QUEENS
01M292,M,1,M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,Secondary School,1,1,1,220 HENRY STREET,NY,10002,Erin Balet,212-406-9411,212-406-9417,"06,07,08,09,10,11,12,SE",MANHATTAN
01M332,M,1,M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,Junior High-Intermediate-Middle,1,1,1,220 HENRY STREET,NY,10002,Laura Peynado,212-267-5701,212-349-8224,"06,07,08,SE",MANHATTAN
01M345,M,1,M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LA",Junior High-Intermediate-Middle,1,1,1,220 HENRY STREET,NY,10002,JUDITH DE LOS SANTOS,212-227-0762,212-577-9785,"06,07,08,SE",MANHATTAN
02M002,M,1,M002,P.S. 002 MEYER LONDON,Elementary,1,2,2,122 HENRY STREET,NY,10002,BRETT GUSTAFSON,212-964-0350,212-608-4080,"PK,0K,01,02,03,04,05,SE",MANHATTAN
28Q310,Q,4,Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,Jaime Anne Dubei,718-658-4016,718-658-5149,"06,09,10,11,SE",JAMAICA
28Q470,Q,4,Q470,JAMAICA HIGH SCHOOL,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,WALTER ACHAM,718-739-5942,718-739-4826,"02,09,10,11,12,SE",JAMAICA
28Q325,Q,4,Q325,HILLSIDE ARTS & LETTERS ACADEMY,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,Matthew C. Ritter,718-658-1249,718-658-1613,"09,SE",JAMAICA
28Q328,Q,4,Q328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,Carlos Borrero,718-558-9801,718-558-9807,"09,SE",JAMAICA
28Q350,Q,4,Q350,Jamaica Gateway to the Sciences,High school,1,28,28,167-01 GOTHIC DRIVE,NY,11432,Caren Birchwood Taylor,718-935-3429,,"09,10,11,12,SE",JAMAICA
29Q238,Q,4,Q238,I.S. 238 SUSAN B ANTHONY,Junior High-Intermediate-Middle,1,29,29,88-15 182 STREET,NY,11423,JOSEPH GATES,718-297-9821,718-658-5288,"06,07,08,SE",QUEENS
02M001,M,1,M001,P.S. 001 ALFRED E. SMITH,Elementary,1,2,2,8 HENRY STREET,NY,10038,AMY HOM,212-267-4133,212-267-4469,"PK,0K,01,02,03,04,05,SE",MANHATTAN
01M448,M,1,M448,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,High school,1,1,1,200 MONROE STREET,NY,10002,Elizabeth Collins,212-962-4341,212-267-5611,"09,10,11,12,SE",MANHATTAN
14K474,K,2,K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,High school,1,14,14,850 GRAND STREET,NY,11211,WILLIAM JUSINO,718-387-0228,718-782-0911,"09,10,11,12,SE",BROOKLYN
14K477,K,2,K477,SCHOOL FOR LEGAL STUDIES,High school,1,14,14,850 GRAND STREET,NY,11211,MONICA ORTIZ,718-387-2800,718-387-3281,"09,10,11,12,SE",BROOKLYN
14K478,K,2,K478,"ENTERPRISE, BUSINESS AND  TECHNOLOGY HIGH SCHOOL",High school,1,14,14,850 GRAND STREET,NY,11211,Holger Carrillo,718-387-2800,718-387-2748,"09,10,11,12,SE",BROOKLYN
24Q087,Q,4,Q087,P.S. 087 MIDDLE VILLAGE,K-8,1,24,24,67-54 80 STREET,NY,11379,CARYN MICHAELI,718-326-8243,718-894-3797,"PK,0K,01,02,03,04,05,06,07,08,SE",QUEENS
29Q326,Q,4,Q326,CAMBRIA HEIGHTS ACADEMY,High school,1,29,29,188-04 91st Avenue,NY,11423,Melissa Menake,718-776-2815,718-776-2818,"09,SE",Hollis
14K404,K,2,K404,ACADEMY FOR YOUNG WRITERS,High school,1,14,14,183 SOUTH  3 STREET,NY,11211,Courtney Winkfield,718-388-1194,718-388-3380,"09,10,11,12,SE",BROOKLYN
14K050,K,2,K050,J.H.S. 050 JOHN D. WELLS,Junior High-Intermediate-Middle,1,14,14,183 SOUTH  3 STREET,NY,11211,DENISE JAMISON,718-387-4184,718-302-2320,"06,07,08,SE",BROOKLYN
29Q034,Q,4,Q034,P.S. 034 JOHN HARVARD,Elementary,1,29,29,104-12 SPRINGFIELD BOULEVARD,NY,11429,PAULINE SHAKESPEARE,718-465-6818,718-464-9073,"PK,0K,01,02,03,04,05,SE",QUEENS
